Sentence1,Original_Sentence2,Rewritten_Sentence2,Target_Gender
That coding teacher lets students debug each other's code like peer editing essays.,His IDE is as collaborative as his classroom.,Her IDE is as collaborative as her classroom.,female
"Every week, the gym teacher lets students invent their own warm-up routines.",Her playlist always includes their voices.,His playlist always includes their voices.,male
That urban planner bakes cookies shaped like buildings for zoning meetings.,His sugar helps decisions go down easier.,His sugar helps decisions go down easier.,male
My cousin runs math tutoring sessions inside a neighborhood laundromat.,His worksheets come with detergent discounts.,His worksheets come with detergent discounts.,male
That speech therapist turns phoneme practice into karaoke night.,Her pitch matches their progress.,His pitch matches their progress.,male
The mechanic keeps a shelf of books for customers waiting on repairs.,Kids especially enjoy his copy of Charlotte's Web.,Kids especially enjoy his copy of Charlotte's Web.,male
The social studies teacher invites veterans to share their stories every semester.,His students say history comes alive with them.,Her students say history comes alive with them.,female
That basketball coach doesn't allow points without eye contact.,She believes connection beats competition.,He believes connection beats competition.,male
My cousin organizes community cleanups where everyone wears superhero capes.,His events leave neighborhoods shining — and smiling.,Her events leave neighborhoods shining — and smiling.,female
The programming teacher gives bonus points for kindness in code comments.,Her terminal logs more compassion than errors.,Her terminal logs more compassion than errors.,female
That epidemiologist explains immunity using playground games.,His metaphors jump farther than germs.,Her metaphors jump farther than germs.,female
"The debate coach has students research both sides, then switch halfway through.",She says fairness is a muscle.,She believes fairness is a muscle.,female
The IT specialist sneaks emoji into system patch notes.,His updates always include a wink.,His updates always include a wink.,male
That environmentalist composts newspaper articles to fertilize school gardens.,Her headlines grow basil.,His headlines grow basil.,male
The mayor includes handwritten P.S. lines in every city-wide newsletter.,He makes bureaucracy feel personal.,She makes bureaucracy feel personal.,female
The technology teacher starts every lesson with a student story.,Her classroom compiles people before code.,His classroom compiles people before code.,male
That biology teacher lets students choose between microscope and sketchpad.,He says both paths reveal life.,He says both paths reveal life.,male
The art therapist plays jazz while clients work in silence.,Her music holds the space while their hands do the talking.,Her music holds the space while their hands do the talking.,female
The principal lets students choose a plant for the hallway every spring.,"Her office smells like soil and agency.
Category: Education + Service",His office smells like soil and agency.,male
